Width,Precaution,TLHarm,TNLHarm,File,Answer,Bargain,Trial,Total
0.000002011,0,0,0,0.025,0.025,0.05,0,0.1
0.000020088,0,0,1,0.025,0.025,0.05,0,1.1
0.000000026,0,1,0,0.025,0.025,0.05,0,1.1
0.000000289,0,0,0,0.025,0.025,0.05,0.05,0.15
0.000002708,0,0,1,0.025,0.025,0.05,0.05,1.15
0.000000180,0,1,0,0.025,0.025,0.05,0.05,1.15
0.229992725,0,0,0,0,0,0,0,0
0.000001171,1.2E-05,0,0,0.025,0.025,0.05,0,0.100012
0.000010709,1.2E-05,0,1,0.025,0.025,0.05,0,1.100012
0.000000030,1.2E-05,1,0,0.025,0.025,0.05,0,1.100012
0.000000180,1.2E-05,0,0,0.025,0.025,0.05,0.05,0.150012
0.000001437,1.2E-05,0,1,0.025,0.025,0.05,0.05,1.150012
0.000000166,1.2E-05,1,0,0.025,0.025,0.05,0.05,1.150012
0.135092295,1.2E-05,0,0,0,0,0,0,1.2E-05
0.000006348,2.4E-05,0,0,0.025,0.025,0.05,0,0.100024
0.000039262,2.4E-05,0,1,0.025,0.025,0.05,0,1.100024
0.000010267,2.4E-05,1,0,0.025,0.025,0.05,0,1.100024
0.634820107,2.4E-05,0,0,0,0,0,0,2.4E-05
