"OptionSet","Exploit","Refine","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","Activity","Accident","WrongAttrib","PrecPower","PrecLevel","BCRatio","PrecPower1","PrecPower2","PrecPower3","PrecPower4","PrecPower5","PrecPower6","PrecPower7","PrecPower8","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"Risk Neutral CM 1 PCPM 5 FSM 2","3.635E-08","0.8703","320","All",1,0.999907,9.31283E-05,0.800001,3.0752E-5,1.67149E-05,1,9.31283E-05,9.99917E-06,4.5,1.75102,0.888492,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125001,1,1,0.573117,0.100001,,,6.71443E-06,,,,,1.63064E-12,5.05198E-06,4.949E-6,0.466234,9.99992,9.99996,19.9999,0.000119718,9.99992,9.99996,9.07942E-06,6.0936E-6,1.9837E-5,2.59302E-5,5.35738E-06,1.94966E-05,0.00010064,0.000109719,1.75104E-05,8.31291E-05,3.26704E-05,5.04588E-05,0,6.71443E-6,0.100001,1.63064E-12,5.05198E-06,1.01080E-12,0.392508,0,0,0.177373,0.214817,0.21562,0.214817,0.177373,0.177373,0.214817,0.21562,0.214817,0.177373,3.07523E-5,1.67149E-05,0.999969,1.40374E-05,6.71443E-06,1.63064E-12,5.05198E-06,2.64135E-6,2.3072E-6
"Risk Neutral CM 1 PCPM 5 FSM 2","3.635E-08","0.8703","320","NoDispute",0.9999,1,0,0.800003,0,0,1,0,0,4.50001,1.75104,0.888492,0.124999,0.124999,0.124999,0.125,0.125,0.125001,0.125001,0.125001,1,1,,,,,0,,,,,0,0,0,,10,9.99998,20,1.75106E-05,10,9.99999,0,0,0,0,0,0,1.75106E-05,1.75106E-05,1.75106E-05,0,0,0,0,0,,0,0,0,,0,-1.18025E-06,0.177372,0.214816,0.21562,0.214818,0.177374,0.177371,0.214817,0.21562,0.214818,0.177374,0,0,1,0,0,0,0,0,0
"Risk Neutral CM 1 PCPM 5 FSM 2","3.635E-08","0.8703","320","DisputeArises",9.3E-5,0,1,0.776206,0.330215,0.179483,1,1,0.10737,4.38103,1.55537,0.896105,0.142423,0.13366,0.126529,0.121407,0.116991,0.115777,0.119251,0.123962,1,1,0.573117,0.100001,,,0.0720987,,,,,1.75096E-08,0.0542475,0.053137,0.466234,9.17853,9.72396,18.9025,1.09751,9.17853,9.72397,0.0974936,0.0654318,0.213003,0.278435,0.0575269,0.209352,0.892646,0.990139,1.55537E-05,0.89263,0.35081,0.54182,0,0.0720987,0.100001,1.75096E-08,0.0542475,1.08539E-08,0.392508,0,0.0126722,0.190521,0.224196,0.215079,0.205154,0.16505,0.196023,0.223729,0.211782,0.203811,0.164655,0.330215,0.179483,0.669785,0.150732,0.0720987,1.75096E-08,0.0542475,0.0283625,0.0247741
"Risk Neutral CM 1 PCPM 5 FSM 2","3.635E-08","0.8703","320","PFiles",3.1E-5,0,1,0.907463,1,0.543534,1,1,0.0911844,5.03732,0.0281589,1.12838,0.0591409,0.0871081,0.117953,0.140534,0.146033,0.14406,0.147929,0.157242,1,1,0.573117,0.100001,,,0.218339,,,,,5.30249E-08,0.16428,0.160915,0.466234,9.54064,9.16412,18.7048,1.29524,9.54064,9.16412,0.295243,0.198149,0.184671,0.38282,0.174211,0.173614,0.908816,1.20406,2.81589E-07,0.908816,0.661959,0.246856,0,0.218339,0.100001,5.30249E-08,0.16428,3.28691E-08,0.728273,0,0.237577,1.15438E-07,0.256129,0.257085,0.264709,0.222076,0.131125,0.188769,0.223641,0.246758,0.209708,1,0.543534,0,0.456466,0.218339,5.30249E-08,0.16428,0.0858912,0.0750242
"Risk Neutral CM 1 PCPM 5 FSM 2","3.635E-08","0.8703","320","DAnswers",1.7E-5,0,1,0.646211,1,1,1,1,0.0914226,3.73105,0.0518067,0.986237,0.108375,0.157216,0.201701,0.208538,0.161812,0.0961089,0.0467219,0.0195284,1,1,0.573117,0.100001,,,0.401703,,,,,9.75558E-08,0.302243,0.296054,0.466234,9.23884,9.30195,18.5408,1.45921,9.23884,9.30195,0.459211,0.345767,0.257657,0.603424,0.301724,0.311208,0.908578,1.36779,5.18067E-07,0.908577,0.471491,0.437087,0,0.401703,0.100001,9.75558E-08,0.302243,6.04729E-08,0.518863,0,0.825668,2.08282E-07,0.401702,0.302244,0.194526,0.101528,0.241245,0.347298,0.411456,2.87883E-07,2.60952E-07,1,1,0,0,0.401703,9.75558E-08,0.302243,0.158024,0.13803
"Risk Neutral CM 1 PCPM 5 FSM 2","3.635E-08","0.8703","320","Litigated",1.7E-5,0,1,0.646211,1,1,1,1,0.0914226,3.73105,0.0518067,0.986237,0.108375,0.157216,0.201701,0.208538,0.161812,0.0961089,0.0467219,0.0195284,1,1,0.573117,0.100001,,,0.401703,,,,,9.75558E-08,0.302243,0.296054,0.466234,9.23884,9.30195,18.5408,1.45921,9.23884,9.30195,0.459211,0.345767,0.257657,0.603424,0.301724,0.311208,0.908578,1.36779,5.18067E-07,0.908577,0.471491,0.437087,0,0.401703,0.100001,9.75558E-08,0.302243,6.04729E-08,0.518863,0,0.825668,2.08282E-07,0.401702,0.302244,0.194526,0.101528,0.241245,0.347298,0.411456,2.87883E-07,2.60952E-07,1,1,0,0,0.401703,9.75558E-08,0.302243,0.158024,0.13803
"Risk Neutral CM 1 PCPM 5 FSM 2","3.635E-08","0.8703","320","Not Litigated",1,0.999924,7.64146E-05,0.800003,1.4038E-5,0,1,7.64146E-05,8.47119E-06,4.50002,1.75105,0.888491,0.125001,0.124999,0.124998,0.124998,0.124999,0.125,0.125002,0.125003,1,1,,,,,0,,,,,0,0,0,,9.99994,9.99997,19.9999,9.53291E-05,9.99994,9.99998,1.40376E-06,3.1408E-7,1.553E-05,1.58442E-5,3.14083E-07,1.4295E-05,8.54542E-05,8.68579E-05,1.75107E-05,6.79435E-05,2.47898E-05,4.31536E-05,0,0,,0,0,0,0.364869,0,-1.38012E-05,0.177376,0.214814,0.215618,0.214818,0.177374,0.177372,0.214815,0.215616,0.214821,0.177376,1.40376E-5,0,0.999986,1.40376E-05,0,0,0,0,0
"Risk Neutral CM 1 PCPM 5 FSM 2","3.635E-08","0.8703","320","Settles",6.7E-6,0,1,0.424593,1,1,1,1,0.0909009,2.62296,5.22134E-06,0.861594,0.22133,0.27184,0.261528,0.168812,0.0624791,0.0124648,0.00143564,0.000111338,1,1,0.100001,0.100001,,,1,,,,,0,0,0,,8.9,9.7,18.6,1.4,8.9,9.7,0.4,0.22641,0.269831,0.496241,0.0679231,0.296814,0.909099,1.3091,5.22134E-11,0.909099,0.223004,0.686095,0,1,0.100001,0,0,0,0.245302,0,0.0711086,5.18497E-07,0.999997,7.84542E-07,7.26124E-07,9.90294E-07,0.342983,0.38514,0.271875,7.16657E-07,6.49615E-07,1,1,0,0,1,0,0,0,0
"Risk Neutral CM 1 PCPM 5 FSM 2","3.635E-08","0.8703","320","Tried",4.9E-6,0,1,0.645926,1,1,1,1,0.0926631,3.72963,0.174983,0.977406,0.0624489,0.141446,0.239861,0.265536,0.17985,0.0791136,0.0253264,0.00641855,1,1,0.881349,0.1,,,0,,,,,0,0,1,0.466234,9.12571,9.27428,18.4,1.6,9.12571,9.27428,0.6,0.545906,0.322126,0.868032,0.731276,0.61204,0.907339,1.50734,1.74983E-06,0.907337,0.462466,0.444871,0,0,,0,0,0,0.509479,0,1.90785,1.05995E-19,7.90681E-07,0.576735,0.288168,0.135096,0.349489,0.650511,2.71901E-13,2.2635E-19,1.39277E-19,1,1,0,0,0,0,0,0.533766,0.466234
"Risk Neutral CM 1 PCPM 5 FSM 2","3.635E-08","0.8703","320","PWins",2.3E-6,0,1,0.782042,1,1,1,1,0.0923163,4.41021,0.137979,1.0609,0.0111382,0.0556419,0.174513,0.298043,0.264867,0.135597,0.047436,0.0127623,1,1,0.885846,0.1,,,0,,,,,0,0,1,1,10.3,8.1,18.4,1.6,10.3,8.1,0.6,1.17088,0,1.17088,1.56848,0,0.907685,1.50769,1.37979E-06,0.907684,0.661952,0.245731,0,0,,0,0,0,0.729116,0,1.9275,1.42615E-20,4.17852E-07,0.497423,0.331816,0.170761,0.25416,0.74584,4.03859E-13,2.98639E-19,1.86984E-19,1,1,0,0,0,0,0,0,1
